URL,name,title,owner_org,public_site,Owner ,notes,location,region,latitude,longitude,site_type,status,,,,ckan_version,extensions,contact_email,tag_string,language,num_datasets,num_organizations,num_groups,is_featured,topic_id,description,api_title,primary_language
https://catalog.dasta.or.th,catalogdastaorth,Designated Areas for Sustainable Tourism Administration accounting system,Designated Areas for Sustainable Tourism Administration (Public Organization),open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form, envvars",,government,TH,53,3,2,,,,องค์การบริหารการพัฒนาพื้นที่พิเศษเพื่อการท่องเที่ยวอย่างยั่งยืน (องค์การมหาชน),th
https://catalog.dmh.go.th,catalogdmhgoth,DMH Data catalog,Departement of Mentral health (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form",,government,TH,289,47,2,,,กรมสุขภาพจิต กระทรวงสาธารณสุข,DMH DATA CATALOG,th
https://catalog.dnp.go.th,catalogdnpgoth,"Department of National Parks, Wildlife and Plant Conservation data catalog","Department of National Parks, Wildlife and Plant Conservation (Thailand)",open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://catalog.fpo.go.th,catalogfpogoth,Data catalog system Fiscal Policy Office,Fiscal Policy Office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form",,government,TH,7,5,3,,,สำนักงานเศรษฐกิจการคลังได้ดำเนินการจัดทำบัญชีข้อมูลเพื่อประโยชน์ในการเข้าถึงข้อมูลของหน่วยงานและผู้สนใจทั่วไป เพื่อใช้ศึกษารวมถึงสร้างนวัตกรรมต่าง ๆ โดยปัจจุบันมีข้อมูลของกองนโยบายระบบการเงินและสถาบันการเงิน และกองโยบายการคลัง จำนวนรวม 29 ชุดข้อมูล,ระบบบัญชีข้อมูลสำนักงานเศรษฐกิจการคลัง (FPO Data Catalog),th
https://catalog.ocsc.go.th,catalogocscgoth,"Data accounting system, Office of the Civil Service Commission (Thailand)",Office of the Civil Service Commission (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://ckan.pdmo.go.th,ckanpdmogoth,PDMO data catalog (Thailand),Public Debt Management Office (PDMO) (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://data.forest.go.th,dataforestgoth,Royal Forest Department data catalog,Royal Forest Department (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://dataportal.cps.chula.ac.th,dataportalcpschulaacth,Chula ARi Open Data,Chulalongkorn University,open,Academy,,,TH,dataset,,Open data portal,active,,,,,,,has_api,TH,0,0,0,,,,,
http://dataportal.drr.go.th,dataportaldrrgoth,Department of Rural Roads (Thailand) open data,Department of Rural Roads (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,has_api,TH,0,0,0,,,,,
https://gdcatalog.energy.go.th,gdcatalogenergygoth,"The accounting system Office of the Permanent Secretary, Ministry of Energy",Ministry of Energy (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://lddcatalog.ldd.go.th,lddcataloglddgoth,Department of Land Development Accounting System,Department of Land Developmnet Thailand,open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form",,government,TH,22,10,6,,,,LDD CKAN,th
https://nabc-catalog.oae.go.th,nabccatalogoaegoth,National Agricultural Big Data Center,National Agricultural Information Center Office of Agricultural Economics Ministry of Agriculture and Cooperatives (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"harvest, ckan_harvester, bt_theme, thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form",,government,TH,598,85,14,,,ระบบบัญชีข้อมูลศูนย์ข้อมูลเกษตรแห่งชาติ - NABC Data Catalog,NABC Data Catalog,th
http://opendata.alro.go.th,opendataalrogoth,Agricultural land reform office open data (Thailand),Agricultural land reform office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://opendata.dmcr.go.th,opendatadmcrgoth,Department of Marine and Coastal Resources Data disclosure system,Department of Marine and Coastal Resources (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://opendata.dsd.go.th,opendatadsdgoth,Department of Skill Development data catalog,Department of Skill Development (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,2.10.7,"thai_gdc, showcase, stats, opendstats, activity, image_view, datatables_view, text_view, webpage_view, resource_proxy, geo_view, geojson_view, shp_view, xloader, datastore, pdf_view, dcat, dcat_json_interface, structured_data, scheming_datasets, hierarchy_display, hierarchy_form",,government,TH,13,1,4,,,กรมพัฒนาฝีมือแรงงาน กระทรวงแรงงาน,opendata.dsd.go.th,th
https://opendata.onde.go.th,opendataondegoth,Office of the National Digital Economy and Society Commission open data,Office of the National Digital Economy and Society Commission,open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://opendata.onwr.go.th,opendataonwrgoth,National Water Resources Office data catalog (Thailand),National Water Resources Office (Thailand),open,Central government,,,TH,dataset,,Open data portal,active,,,,,,,government,TH,0,0,0,,,,,
https://ckan.ino.nectec.or.th,ckaninonectecorth,The NECTEC Data HUB,National Electronics and Computer Technology Center (NECTEC),open,Academy,,,TH,dataset,,Scientific data repository,active,,,,,,,"government,has_api","EN,TH",0,0,0,,,,,
https://agridata.tn,agridatatn,AgriDATA,"Ministère de l'Agriculture, des Ressources Hydrauliques et de la Pêche",open,Central government,,,TN,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://catalog.industrie.gov.tn,catalogindustriegovtn,Industrie Open Data,,open,Central government,,,TN,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://data.transport.tn,datatransporttn,Tunisian Open Data Transport,,open,Central government,,,TN,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://openbaladiati.tn,openbaladiatitn,Portail des données ouvertes des Municipalités,,open,Local government,,,TN,dataset,,Open data portal,active,,,,,,,"government,has_api","AR,FR",0,0,0,,,,,
https://www.openculture.gov.tn,wwwopenculturegovtn,Open Culture,Ministry of Cultural Affairs Tunis,open,Central government,,,TN,dataset,,Open data portal,active,,,,,,,"government,has_api",FR,0,0,0,,,,,
https://bmckan.cpami.gov.tw,bmckancpamigovtw,Ministry of Interior of the Republic of China open data,Ministry of Interior of the Republic of China,open,Central government,,,TW,dataset,,Open data portal,active,,,,,,,"government,has_api",zh_TW,0,0,0,,,,,
https://data.cdc.gov.tw,datacdcgovtw,Taiwan CDC Open Data Portal,"Center for Diseases Control, Ministry of Health and Welfare",open,Central government,,,TW,dataset,,Open data portal,active,,,,,,,"government,has_api",zh_TW,0,0,0,,,,,
https://data.odw.tw,dataodwtw,Open Data Web Taiwan Linked Open Data Platform,Institute of Information Science,open,Academy,,,TW,dataset,,Open data portal,active,,,,2.5.6,"iislod, tempsearch, text_view, image_view, recline_view, sparql_interface, harvest, dcat, dcat_json_interface, scheming_datasets, repeating, dc15_harvester, agent_harvester, project_harvester, event_harvester, article_harvester, r1_harvester, spatial_metadata, spatial_query",,has_api,EN,1676352,2,0,,,,Open Data Web (Beta),en
https://opendata.e-land.gov.tw,opendataelandgovtw,Yilan County Government open data,Yilan County Government,open,Local government,,,TW,dataset,,Open data portal,active,,,,,,,"government,has_api",zh_TW,0,0,0,,,,,
http://taijiang.tw,taijiangtw,Taijiang Research Data Repository,Academia Sinica,open,Academy,,,TW,dataset,,Open data portal,active,,,,,,,has_api,zh_TW,0,0,0,,,,,
https://data-gov-ua.org,datagovuaorg,DataGovUa - ??????????? ??????,,open,Civil society,,,UA,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://data.imr.gov.ua,dataimrgovua,?????? ????????? ????? ?????????? ??????? ????,,open,Local government,,,UA,dataset,,Open data portal,active,,,,,,,"government,has_api",UK,0,0,0,,,,,
https://data.mariupolrada.gov.ua,datamariupolradagovua,?????? ????????? ????? ?????????,,open,Local government,,,UA,dataset,,Open data portal,active,,,,,,,"government,has_api",UK,0,0,0,,,,,
https://opendata.city-adm.lviv.ua,opendatacityadmlvivua,?????? ????????? ????? ??????,,open,Local government,,,UA,dataset,,Open data portal,active,,,,2.10.1,"activity, datastore, datapusher, datatables_view, scheming_datasets, scheming_groups, scheming_organizations, lviv_theme, text_view",,"government,has_api",UK,1464,174,18,,,Порталу відкритих даних Львова,Портал відкритих даних Львова,uk_UA
https://opendata.slavrada.gov.ua,opendataslavradagovua,?????? ????????? ????? ????'??????,,open,Local government,,,UA,dataset,,Open data portal,active,,,,,,,"government,has_api",UK,0,0,0,,,,,
http://catalog.data.ug,catalogdataug,Open Data in Uganda,African Centre for Media Excellence,open,Civil society,,,UG,dataset,,Open data portal,deprecated,,,,,,,has_api,EN,0,0,0,,,,,
https://data.doi.gov,datadoigov,data.doi.gov,US Department of the Interior,open,Central government,,,US,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://data.noaa.gov,datanoaagov,NOAA Data Catalog,NOAA,open,Central government,,,US,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://opendata.eol.org,opendataeolorg,OpenData.eol.org,National Museum of Natural History Smithsonian Institution,open,Academy,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://data.diversitydatakids.org,datadiversitydatakidsorg,Diversity data for kids data portal,"Institute for Child, Youth and Family Policy at Brandeis University",open,Civil society,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://www.civicdata.io,wwwcivicdataio,CivicData.com,,open,Business,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
http://cybercommons-data.hpc.okstate.edu,cybercommonsdatahpcokstateedu,Cybercommons Data Repository,University of Oklahoma,open,Academy,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://arcticatlas.geobotany.org/catalog,arcticatlasgeobotanyorg,Alaska Arctic Geoecological Atlas,University of Alaska,open,Academy,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://data.disl.edu,datadisledu,MESC Data Management Center,The Alabama Marine Environmental Sciences Consortium (MESC),open,Regional government,,,US,dataset,,Open data portal,active,,,,2.9.6,"stats, text_view, image_view, recline_view, datastore, xloader, resource_proxy, geo_view, geojson_view, shp_view, harvest, ckan_harvester, spatial_metadata, spatial_query",,"government,has_api",EN,235,3,1,,,,MESC Data Management Center,en
https://data.sanjoseca.gov/home,datasanjosecagov,"San Jose, Ca Open Data",City of San Jose,open,Local government,,,US,dataset,,Open data portal,active,,,,,,,government,EN,0,0,0,,,,,
https://data.smgov.net,datasmgovnet,The Data Portal for the City of Santa Monica,City of Santa Monica,open,Local government,,,US,dataset,,Open data portal,active,,,,,,,government,EN,0,0,0,,,,,
https://data.hawaii.gov,datahawaiigov,Hawaii Open Data,Sate of Hawaii,open,Regional government,,,US,dataset,,Open data portal,active,,,,,,,government,EN,0,0,0,,,,,
https://data.illinois.gov,dataillinoisgov,Illinois Open Data,State of Illinois,open,Regional government,,,US,dataset,,Open data portal,deprecated,,,,,,,government,EN,0,0,0,,,,,
https://opendata.worcesterma.gov,opendataworcestermagov,Informing Worcester,,open,Local government,,,US,dataset,,Open data portal,deprecated,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://gisdata.mn.gov,gisdatamngov,Minnesota Geospatial Commons,State of Minnesota,open,Regional government,,,US,dataset,,Open data portal,active,,,,2.8.4,"stats, text_view, image_view, recline_view, spatial_metadata, spatial_query, geo_view, resource_proxy, harvest, ckan_harvester, dcat, dcat_rdf_harvester, dcat_json_harvester, dcat_json_interface, structured_data, geodatamn",,"government,has_api",EN,1065,48,18,,,,Minnesota Geospatial Commons,en_US
https://data.missouriepscor.org,datamissouriepscororg,Missouri EPSCoR Data Portal,EPSCoR,open,Civil society,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://bernco.civicdashboards.com,berncocivicdashboardscom,Bernalillo County Open Data Sandbox,Bernalillo County,open,Local government,,,US,dataset,,Open data portal,active,,,,,,,has_api,EN,0,0,0,,,,,
https://indicadores.pr,indicadorespr,El Sistema de Indicadores de Puerto Ric,Instituto de Estadísticas de Puerto Rico,open,Regional government,,,US,dataset,,Open data portal,active,,,,,,,"government,has_api",ES,0,0,0,,,,,
https://data.treasury.ri.gov,datatreasuryrigov,Office of the General Treasurer Data Portal,,open,Regional government,,,US,dataset,,Open data portal,active,,,,,activity,,"government,has_api",EN,444,6,6,,,Rhode Island Treasury Transparency Portal,Office of the General Treasurer Data Portal,en
https://data.tn.gov,datatngov,TN Open Data Portal,,open,Regional government,,,US,dataset,,Open data portal,uncertain,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://data.haugiang.gov.vn,datahaugianggovvn,Hau Giang Province open data portal,Hau Giang Province,open,Regional government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
https://data.longan.gov.vn,datalongangovvn,Long An Province open data portal,Long An Province,open,Regional government,,,VI,dataset,,Open data portal,uncertain,,,,,,,government,VN,0,0,0,,,,,
https://data.ninhbinh.gov.vn,dataninhbinhgovvn,Ninh Binh province open data portal,Ninh Binh province,open,Regional government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
http://data.vodic.vn,datavodicvn,Vietnam Open Data Portal Marine and island environment and resources,Vietnam national sea and island data information center,open,Central government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
https://open.data.gov.vn,opendatagovvn,Vietnam open data portal,Vietnam ministry of information and communication,open,Central government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
https://opendata.monre.gov.vn,opendatamonregovvn,Open data gate of the Environmental resources industry (Vietnam),Ministry of natural resources and environment of Vietnam,open,Central government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
https://opendata.ptit.edu.vn,opendataptiteduvn,PTIT Opendata Centre,Academy of Posts and Telecommunications,open,Academy,,,VI,dataset,,Open data portal,uncertain,,,,,,,government,VN,0,0,0,,,,,
https://opendata.vinhlong.gov.vn,opendatavinhlonggovvn,Vinh Long open data portal,Vinh Long Provincial People's Committee,open,Regional government,,,VI,dataset,,Open data portal,active,,,,,,,"government,has_api",VN,0,0,0,,,,,
https://data.apps.fao.org,dataappsfaoorg,data.apps.fao.org,,open,International,,,World,dataset,,Open data portal,deprecated,,,,,,,has_api,EN,0,0,0,,,,,
https://data.iita.org,dataiitaorg,IITA Data,The International Institute of Tropical Agriculture (IITA),open,Academy,,,World,dataset,,Open data portal,active,,,,2.7.11,"stats, text_view, image_view, recline_view, datastore, datapusher, iitatheming, scheming_datasets, pdf_view, restricted, composite, googleanalytics, ckanbase",,"government,has_api",EN,3445,2,5,,,Transforming African Agriculture,IITA,en
https://data.ocean.gov.za,dataoceangovza,Marine Information Management System,Southern African Data Centre for Oceanography (SADCO).,open,Central government,,,ZA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://data.openup.org.za,dataopenuporgza,OpenUp Data portal,OpenUp Non-profit org.,open,Civil society,,,ZA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://data.vulekamali.gov.za,datavulekamaligovza,vulekamali Datastore,National Treasury Republic of South Africa,open,Central government,,,ZA,dataset,,Open data portal,active,,,,,,,"government,has_api",EN,0,0,0,,,,,
https://ocims.csir.co.za,ocimscsircoza,The GMES and Africa Marine and Coastal Operations (MarCOSouth) project,The Council for Scientific and Industrial Research (South Africa),open,Academy,,,ZA,dataset,,Open data portal,active,,,,2.10.7,"activity, harvest, ckan_harvester, googleanalytics, spatial_metadata, spatial_query, dcat, sitemap, structured_data, dcat_rdf_harvester, dcat_json_harvester, spatialUI, resource_proxy, geo_view, ags_fs_view, ags_ms_view, csw_harvester, waf_harvester, doc_harvester",,"government,has_api",EN,2384,2,0,,,,CKAN,en
